GarageQual,GarageCond,Electrical,LotShape,SaleCondition,YrSold,SalePrice
TA,TA,SBrkr,Reg,Normal,2006,170000
TA,TA,SBrkr,IR1,Abnorml,2006,138800
TA,TA,SBrkr,Reg,Normal,2006,155900
TA,TA,SBrkr,Reg,Normal,2007,126000
TA,TA,SBrkr,Reg,Abnorml,2008,145000
TA,TA,SBrkr,Reg,Normal,2010,133000
TA,TA,SBrkr,Reg,Normal,2007,192000
TA,TA,SBrkr,Reg,Normal,2006,160000
TA,TA,SBrkr,IR2,Normal,2006,187500
TA,TA,SBrkr,Reg,Normal,2010,147000
TA,TA,SBrkr,Reg,Normal,2010,83500
TA,TA,SBrkr,Reg,Normal,2009,252000
TA,TA,SBrkr,Reg,Normal,2006,137500
TA,TA,SBrkr,IR1,Normal,2006,197000
TA,TA,FuseA,Reg,Normal,2009,92900
TA,TA,SBrkr,Reg,Normal,2008,160000
TA,TA,SBrkr,Reg,Normal,2008,136500
TA,TA,SBrkr,Reg,Normal,2006,146000
TA,TA,SBrkr,Reg,Normal,2010,129000
TA,TA,SBrkr,IR1,Normal,2007,176432
,,SBrkr,Reg,Normal,2007,127000
TA,TA,SBrkr,Reg,Normal,2007,170000
TA,TA,SBrkr,Reg,Normal,2009,128000
TA,TA,SBrkr,IR1,Abnorml,2009,157000
TA,TA,FuseF,Reg,Normal,2009,60000
TA,TA,SBrkr,IR1,Normal,2007,119500
TA,TA,SBrkr,Reg,Family,2007,135000
TA,TA,SBrkr,Reg,Normal,2006,159500
TA,TA,SBrkr,Reg,Normal,2007,106000
TA,TA,SBrkr,IR1,Normal,2010,325000
TA,TA,SBrkr,IR1,Normal,2007,179900
TA,TA,SBrkr,IR3,Partial,2006,274725
TA,TA,SBrkr,Reg,Abnorml,2007,181000
TA,TA,SBrkr,IR1,Normal,2009,280000
TA,TA,SBrkr,Reg,Normal,2008,188000
TA,TA,SBrkr,Reg,Normal,2008,205000
TA,TA,FuseA,IR1,Normal,2006,129900
TA,TA,SBrkr,Reg,Normal,2007,134500
TA,TA,SBrkr,Reg,Normal,2006,117000
TA,TA,SBrkr,Reg,Partial,2007,318000
TA,TA,SBrkr,Reg,Normal,2009,184100
TA,TA,SBrkr,IR1,Normal,2008,130000
TA,TA,SBrkr,Reg,Normal,2008,140000
TA,TA,FuseA,Reg,Normal,2006,133700
TA,TA,FuseA,Reg,Normal,2007,118400
TA,TA,SBrkr,Reg,Partial,2006,212900
TA,TA,FuseA,IR1,Abnorml,2009,112000
,,SBrkr,Reg,Normal,2009,118000
TA,TA,SBrkr,IR1,Normal,2007,163900
Fa,Fa,SBrkr,Reg,Normal,2009,115000
TA,TA,SBrkr,Reg,Normal,2009,174000
TA,TA,SBrkr,IR3,Family,2007,259000
TA,TA,SBrkr,IR1,Normal,2007,215000
TA,TA,SBrkr,Reg,Normal,2007,140000
TA,TA,SBrkr,Reg,Normal,2009,135000
,,SBrkr,Reg,Abnorml,2007,93500
Fa,TA,SBrkr,Reg,Normal,2007,117500
TA,TA,SBrkr,IR1,Normal,2009,239500
TA,TA,SBrkr,IR1,Normal,2007,169000
TA,TA,SBrkr,Reg,Normal,2007,102000
TA,TA,FuseA,Reg,Abnorml,2008,119000
,,SBrkr,Reg,Normal,2010,94000
TA,TA,SBrkr,IR1,Normal,2009,196000
TA,TA,SBrkr,IR1,Normal,2007,144000
TA,TA,SBrkr,Reg,Abnorml,2008,139000
TA,TA,SBrkr,IR1,Normal,2009,197500
TA,TA,SBrkr,Reg,Partial,2007,424870
,,SBrkr,Reg,Normal,2008,80000
TA,TA,FuseA,Reg,Normal,2010,80000
TA,TA,SBrkr,Reg,Family,2006,149000
TA,TA,SBrkr,Reg,Normal,2006,180000
TA,TA,SBrkr,Reg,Normal,2009,174500
TA,TA,SBrkr,Reg,Normal,2008,116900
TA,TA,SBrkr,Reg,Normal,2009,143000
TA,TA,FuseA,IR1,Normal,2007,124000
TA,TA,SBrkr,Reg,Normal,2006,149900
TA,TA,SBrkr,IR1,Abnorml,2006,230000
TA,TA,SBrkr,Reg,Normal,2008,120500
TA,TA,SBrkr,IR1,Normal,2008,201800
TA,TA,SBrkr,IR1,Normal,2007,218000
TA,TA,SBrkr,Reg,Normal,2008,179900
TA,TA,SBrkr,IR1,Normal,2009,230000
TA,TA,SBrkr,Reg,Partial,2008,235128
Gd,TA,SBrkr,Reg,Normal,2008,185000
TA,TA,SBrkr,Reg,Normal,2010,146000
TA,TA,SBrkr,IR1,Normal,2008,224000
TA,TA,SBrkr,Reg,Normal,2007,129000
Fa,TA,SBrkr,Reg,Alloca,2008,108959
TA,TA,SBrkr,IR1,Normal,2007,194000
TA,TA,SBrkr,IR1,Partial,2009,233170
TA,TA,SBrkr,IR1,Normal,2010,245350
TA,TA,SBrkr,IR1,Normal,2006,173000
TA,TA,SBrkr,Reg,Normal,2008,235000
TA,TA,SBrkr,IR1,Normal,2006,625000
TA,TA,SBrkr,Reg,Normal,2008,171000
TA,TA,SBrkr,Reg,Normal,2008,163000
TA,TA,SBrkr,IR1,Normal,2008,171900
,,SBrkr,IR1,Normal,2007,200500
TA,TA,SBrkr,IR1,Normal,2006,239000
TA,TA,SBrkr,Reg,Normal,2007,285000
TA,TA,SBrkr,IR1,Normal,2008,119500
TA,TA,SBrkr,Reg,Normal,2009,115000
Fa,TA,SBrkr,IR1,Normal,2009,154900
,,SBrkr,Reg,Normal,2006,93000
TA,TA,SBrkr,IR2,Normal,2006,250000
TA,TA,SBrkr,IR1,Partial,2008,392500
TA,TA,SBrkr,IR1,Abnorml,2007,745000
TA,TA,SBrkr,Reg,Normal,2006,120000
TA,TA,SBrkr,Reg,Normal,2007,186700
TA,TA,SBrkr,Reg,Normal,2006,104900
Fa,Fa,SBrkr,IR1,Abnorml,2009,95000
TA,TA,SBrkr,Reg,Normal,2006,262000
TA,TA,SBrkr,IR1,Normal,2009,195000
TA,TA,SBrkr,Reg,Normal,2010,189000
TA,TA,SBrkr,Reg,Normal,2007,168000
TA,TA,SBrkr,Reg,Normal,2007,174000
TA,Fa,SBrkr,Reg,Normal,2007,125000
TA,TA,SBrkr,Reg,Normal,2009,165000
TA,TA,SBrkr,Reg,Normal,2010,158000
TA,TA,SBrkr,IR1,Normal,2008,176000
TA,TA,SBrkr,IR1,Partial,2006,219210
TA,TA,SBrkr,IR1,Normal,2006,144000
TA,TA,SBrkr,Reg,Normal,2009,178000
TA,TA,SBrkr,Reg,Normal,2006,148000
TA,TA,SBrkr,Reg,Abnorml,2006,116050
TA,TA,SBrkr,Reg,Normal,2009,197900
TA,TA,SBrkr,Reg,Normal,2009,117000
TA,TA,SBrkr,Reg,Normal,2009,213000
TA,TA,SBrkr,Reg,Normal,2006,153500
TA,TA,SBrkr,IR1,Normal,2009,271900
TA,TA,SBrkr,Reg,Normal,2006,107000
TA,TA,SBrkr,Reg,Normal,2006,200000
TA,TA,SBrkr,Reg,Normal,2008,140000
TA,TA,SBrkr,IR1,Partial,2006,290000
TA,TA,SBrkr,Reg,Normal,2010,189000
TA,TA,SBrkr,IR1,Normal,2010,164000
TA,TA,SBrkr,Reg,Normal,2009,113000
TA,TA,SBrkr,IR1,Normal,2006,145000
TA,TA,SBrkr,IR1,Normal,2006,134500
TA,TA,SBrkr,IR1,Normal,2007,125000
TA,TA,SBrkr,Reg,Normal,2010,112000
TA,TA,SBrkr,Reg,Partial,2009,229456
,,SBrkr,Reg,Normal,2006,80500
,,SBrkr,Reg,Abnorml,2006,91500
TA,TA,SBrkr,IR1,Abnorml,2006,115000
TA,TA,SBrkr,Reg,Normal,2008,134000
TA,TA,SBrkr,Reg,Normal,2007,143000
TA,TA,FuseA,Reg,Normal,2006,137900
TA,TA,SBrkr,IR1,Normal,2008,184000
TA,TA,SBrkr,Reg,Normal,2007,145000
TA,TA,SBrkr,IR1,Normal,2008,214000
TA,TA,SBrkr,Reg,Normal,2008,147000
TA,TA,SBrkr,Reg,Partial,2008,367294
TA,TA,SBrkr,Reg,Normal,2008,127000
TA,TA,SBrkr,IR1,Normal,2007,190000
TA,TA,SBrkr,Reg,Normal,2006,132500
TA,TA,SBrkr,Reg,Normal,2007,101800
TA,TA,SBrkr,IR1,Abnorml,2010,142000
,,FuseA,Reg,Abnorml,2008,130000
Fa,Fa,FuseF,Reg,Normal,2006,138887
TA,TA,SBrkr,Reg,Normal,2010,175500
TA,TA,SBrkr,IR2,Normal,2006,195000
TA,TA,SBrkr,Reg,Abnorml,2006,142500
TA,TA,SBrkr,IR1,Normal,2007,265900
TA,TA,SBrkr,Reg,Normal,2008,224900
TA,TA,SBrkr,Reg,Partial,2007,248328
TA,TA,SBrkr,Reg,Family,2010,170000
TA,TA,SBrkr,Reg,Partial,2006,465000
TA,TA,SBrkr,IR1,Normal,2006,230000
TA,TA,SBrkr,Reg,Abnorml,2007,178000
TA,TA,SBrkr,Reg,Partial,2006,186500
TA,TA,SBrkr,IR1,Normal,2010,169900
Fa,Fa,SBrkr,Reg,Normal,2008,129500
TA,TA,SBrkr,Reg,Normal,2007,119000
TA,TA,SBrkr,Reg,Normal,2010,244000
TA,TA,SBrkr,IR1,Normal,2006,171750
TA,TA,SBrkr,Reg,Normal,2009,130000
TA,TA,SBrkr,IR1,Normal,2007,294000
TA,TA,SBrkr,Reg,Normal,2008,165400
TA,TA,FuseA,Reg,Normal,2007,127500
TA,TA,SBrkr,IR1,Normal,2008,301500
,,SBrkr,Reg,Normal,2009,99900
TA,TA,SBrkr,IR1,Normal,2008,190000
TA,TA,SBrkr,Reg,Normal,2008,151000
TA,TA,SBrkr,IR3,Normal,2009,181000
TA,TA,SBrkr,Reg,Normal,2009,128900
TA,TA,FuseA,Reg,Normal,2009,161500
TA,TA,FuseA,Reg,Normal,2007,180500
TA,TA,SBrkr,Reg,Abnorml,2008,181000
TA,TA,SBrkr,Reg,Normal,2006,183900
TA,TA,FuseF,IR1,Normal,2007,122000
TA,TA,SBrkr,IR1,Normal,2010,378500
TA,TA,SBrkr,IR1,Normal,2008,381000
TA,TA,FuseA,Reg,Normal,2007,144000
TA,TA,SBrkr,Reg,Normal,2010,260000
TA,TA,SBrkr,IR1,Normal,2009,185750
TA,TA,SBrkr,IR1,Normal,2006,137000
TA,TA,SBrkr,IR1,Normal,2008,177000
TA,TA,SBrkr,Reg,Normal,2007,139000
TA,Fa,FuseA,Reg,Normal,2007,137000
TA,TA,SBrkr,IR1,Normal,2009,162000
TA,TA,SBrkr,IR1,Normal,2009,197900
TA,TA,SBrkr,Reg,Normal,2008,237000
TA,TA,FuseA,Reg,Abnorml,2010,68400
TA,TA,SBrkr,IR1,Normal,2009,227000
Gd,Gd,SBrkr,IR1,Normal,2006,180000
TA,TA,SBrkr,IR1,Normal,2009,150500
,,SBrkr,Reg,Normal,2010,139000
TA,TA,SBrkr,Reg,Normal,2010,169000
TA,TA,FuseF,Reg,Normal,2009,132500
TA,TA,SBrkr,Reg,Normal,2010,143000
TA,TA,SBrkr,IR1,Normal,2006,190000
TA,TA,SBrkr,IR1,Normal,2009,278000
TA,TA,SBrkr,IR1,Partial,2006,281000
TA,TA,SBrkr,IR1,Normal,2010,180500
TA,TA,SBrkr,Reg,Normal,2009,119500
TA,TA,SBrkr,Reg,Normal,2009,107500
TA,TA,SBrkr,Reg,Normal,2006,162900
TA,TA,SBrkr,Reg,Normal,2006,115000
TA,TA,SBrkr,Reg,Normal,2006,138500
TA,TA,SBrkr,Reg,Normal,2008,155000
TA,TA,SBrkr,Reg,Partial,2006,140000
TA,TA,SBrkr,IR3,Partial,2008,160000
TA,TA,SBrkr,Reg,Normal,2010,154000
TA,TA,SBrkr,IR1,Normal,2009,225000
TA,TA,SBrkr,IR1,Normal,2009,177500
TA,TA,SBrkr,Reg,Normal,2006,290000
TA,TA,SBrkr,Reg,Normal,2006,232000
TA,TA,SBrkr,Reg,Normal,2006,130000
TA,TA,SBrkr,IR1,Normal,2009,325000
TA,TA,SBrkr,IR1,Partial,2006,202500
TA,TA,SBrkr,Reg,Normal,2009,138000
TA,TA,SBrkr,Reg,Normal,2008,147000
TA,TA,SBrkr,Reg,Normal,2008,179200
TA,TA,SBrkr,Reg,Normal,2010,335000
TA,TA,SBrkr,Reg,Partial,2007,203000
Gd,Gd,SBrkr,IR1,Normal,2007,302000
TA,TA,SBrkr,IR1,Normal,2010,333168
TA,TA,SBrkr,Reg,Normal,2007,119000
TA,TA,SBrkr,Reg,Normal,2008,206900
TA,TA,SBrkr,IR1,Normal,2009,295493
TA,TA,SBrkr,Reg,Partial,2007,208900
TA,TA,SBrkr,IR2,Normal,2006,275000
TA,TA,SBrkr,Reg,Normal,2007,111000
TA,TA,SBrkr,Reg,Normal,2009,156500
TA,Fa,SBrkr,IR1,Normal,2008,72500
TA,TA,SBrkr,IR1,Normal,2010,190000
,,SBrkr,Reg,Normal,2009,82500
TA,TA,SBrkr,Reg,Partial,2007,147000
,,SBrkr,Reg,Normal,2008,55000
,,SBrkr,Reg,Normal,2007,79000
TA,TA,SBrkr,Reg,Normal,2008,130500
Fa,TA,SBrkr,Reg,Normal,2008,256000
TA,TA,SBrkr,IR1,Normal,2006,176500
TA,TA,SBrkr,Reg,Normal,2007,227000
TA,TA,SBrkr,IR1,Normal,2006,132500
Fa,Fa,SBrkr,Reg,Normal,2009,100000
TA,TA,SBrkr,Reg,Normal,2006,125500
TA,TA,SBrkr,Reg,Normal,2009,125000
TA,TA,SBrkr,Reg,Normal,2009,167900
TA,TA,SBrkr,IR1,Normal,2008,135000
,,FuseA,IR1,Normal,2006,52500
TA,TA,SBrkr,IR1,Normal,2006,200000
TA,TA,SBrkr,IR1,Normal,2006,128500
TA,TA,SBrkr,Reg,Normal,2007,123000
TA,TA,SBrkr,Reg,Normal,2008,155000
TA,TA,SBrkr,Reg,Normal,2007,228500
Fa,Fa,SBrkr,Reg,Normal,2009,177000
TA,TA,SBrkr,IR1,Partial,2007,155835
TA,TA,FuseA,Reg,Normal,2007,108500
Gd,TA,SBrkr,IR2,Normal,2006,262500
TA,TA,SBrkr,IR1,Partial,2007,283463
TA,TA,SBrkr,IR3,Normal,2007,215000
,,SBrkr,Reg,Normal,2008,122000
TA,TA,SBrkr,Reg,Normal,2009,200000
TA,TA,SBrkr,IR1,Normal,2008,171000
TA,TA,SBrkr,Reg,Normal,2009,134900
TA,TA,SBrkr,IR1,Normal,2010,410000
TA,TA,SBrkr,IR1,Normal,2008,235000
TA,TA,SBrkr,IR1,Normal,2006,170000
TA,TA,SBrkr,Reg,Normal,2008,110000
TA,TA,SBrkr,IR1,Normal,2010,149900
TA,TA,SBrkr,Reg,Normal,2010,177500
TA,TA,SBrkr,Reg,Normal,2006,315000
TA,TA,SBrkr,Reg,Normal,2008,189000
TA,TA,SBrkr,IR1,Normal,2009,260000
TA,TA,SBrkr,IR1,Normal,2009,104900
TA,TA,SBrkr,IR1,Partial,2007,156932
TA,TA,SBrkr,Reg,Abnorml,2006,144152
TA,TA,SBrkr,Reg,Normal,2010,216000
TA,TA,SBrkr,IR1,Abnorml,2008,193000
TA,TA,SBrkr,Reg,Normal,2006,127000
TA,TA,SBrkr,Reg,Normal,2009,144000
TA,TA,SBrkr,IR2,Normal,2010,232000
TA,TA,SBrkr,Reg,Normal,2009,105000
TA,TA,SBrkr,Reg,Normal,2008,165500
TA,TA,SBrkr,Reg,Normal,2006,274300
TA,TA,SBrkr,Reg,Normal,2007,466500
TA,TA,SBrkr,Reg,Normal,2008,250000
TA,TA,SBrkr,IR1,Partial,2007,239000
Fa,TA,SBrkr,Reg,Normal,2008,91000
TA,TA,SBrkr,Reg,Normal,2009,117000
TA,TA,SBrkr,Reg,Normal,2006,83000
TA,TA,,Reg,Normal,2008,167500
TA,Fa,FuseF,Reg,Normal,2010,58500
TA,TA,SBrkr,IR1,Normal,2008,237500
TA,TA,SBrkr,Reg,Normal,2006,157000
TA,TA,SBrkr,Reg,Normal,2007,112000
TA,TA,SBrkr,Reg,Normal,2009,105000
TA,TA,SBrkr,Reg,Normal,2010,125500
TA,TA,SBrkr,IR1,Normal,2006,250000
TA,TA,SBrkr,Reg,Family,2007,136000
TA,TA,SBrkr,IR1,Normal,2009,377500
TA,TA,SBrkr,Reg,Normal,2007,131000
TA,TA,SBrkr,Reg,Normal,2006,235000
TA,TA,SBrkr,Reg,Normal,2009,124000
TA,TA,SBrkr,Reg,Normal,2006,123000
Gd,TA,SBrkr,Reg,Normal,2008,163000
TA,TA,SBrkr,Reg,Partial,2006,246578
TA,TA,SBrkr,IR1,Normal,2007,281213
TA,TA,SBrkr,IR1,Normal,2010,160000
Fa,Fa,SBrkr,Reg,Normal,2007,137500
TA,TA,FuseA,Reg,Normal,2009,138000
Fa,TA,SBrkr,Reg,Normal,2009,137450
TA,TA,SBrkr,Reg,Normal,2008,120000
TA,TA,SBrkr,IR1,Normal,2008,193000
TA,TA,SBrkr,Reg,Partial,2006,193879
TA,TA,SBrkr,IR1,Normal,2007,282922
TA,TA,SBrkr,Reg,Family,2006,105000
TA,TA,SBrkr,IR1,Normal,2008,275000
TA,TA,SBrkr,Reg,Normal,2009,133000
,,SBrkr,IR1,Normal,2009,112000
TA,TA,SBrkr,Reg,Normal,2010,125500
TA,TA,SBrkr,IR1,Normal,2008,215000
TA,TA,SBrkr,Reg,Normal,2009,230000
TA,TA,SBrkr,Reg,Normal,2009,140000
TA,TA,FuseF,Reg,Normal,2009,90000
TA,TA,SBrkr,IR1,Abnorml,2009,257000
TA,TA,SBrkr,Reg,Normal,2008,207000
TA,TA,SBrkr,Reg,Normal,2009,175900
TA,TA,SBrkr,Reg,Normal,2010,122500
TA,TA,SBrkr,IR1,Normal,2009,340000
TA,TA,SBrkr,Reg,Normal,2008,124000
TA,TA,SBrkr,IR1,Normal,2006,223000
TA,TA,SBrkr,Reg,Normal,2006,179900
TA,TA,SBrkr,Reg,Normal,2010,127500
TA,TA,SBrkr,Reg,Normal,2008,136500
Gd,Gd,SBrkr,IR1,Alloca,2006,274970
TA,TA,SBrkr,Reg,Normal,2007,144000
TA,TA,SBrkr,IR1,Normal,2008,142000
TA,TA,SBrkr,IR1,Normal,2008,271000
TA,TA,FuseA,Reg,Normal,2008,140000
TA,TA,SBrkr,Reg,Abnorml,2010,119000
TA,TA,SBrkr,IR1,Normal,2007,182900
TA,TA,SBrkr,IR3,Normal,2006,192140
TA,TA,SBrkr,IR1,Normal,2009,143750
Fa,Fa,SBrkr,Reg,Normal,2007,64500
TA,TA,SBrkr,IR1,Normal,2008,186500
TA,TA,SBrkr,Reg,Normal,2006,160000
TA,TA,SBrkr,Reg,Abnorml,2008,174000
TA,TA,SBrkr,Reg,Normal,2007,120500
TA,TA,SBrkr,Reg,Partial,2008,394617
TA,TA,FuseA,Reg,Normal,2010,149700
TA,TA,SBrkr,Reg,Normal,2007,197000
TA,TA,SBrkr,IR1,Normal,2008,191000
TA,TA,SBrkr,Reg,Normal,2008,149300
TA,TA,SBrkr,Reg,Normal,2009,310000
Fa,Po,FuseF,Reg,Normal,2009,121000
TA,TA,SBrkr,Reg,Normal,2007,179600
TA,TA,SBrkr,Reg,Normal,2007,129000
TA,TA,SBrkr,IR1,Normal,2010,157900
TA,TA,SBrkr,Reg,Normal,2007,240000
Fa,TA,SBrkr,Reg,Normal,2007,112000
,,SBrkr,Reg,Abnorml,2006,92000
,,SBrkr,Reg,Normal,2009,136000
TA,TA,SBrkr,Reg,Partial,2009,287090
TA,TA,SBrkr,Reg,Normal,2006,145000
,,SBrkr,Reg,Abnorml,2006,84500
TA,TA,SBrkr,Reg,Normal,2009,185000
TA,TA,SBrkr,Reg,Normal,2007,175000
TA,TA,SBrkr,Reg,Normal,2010,210000
TA,TA,SBrkr,Reg,Normal,2010,266500
TA,TA,FuseA,Reg,Normal,2010,142125
TA,TA,SBrkr,Reg,Normal,2008,147500
