CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,,,,,
greater_200,5,prior_payments_delayed,vacation,1854,greater_1000,1_to_4,2,male,none,4,car_other,32,none,own,2,management_self-employed,1,none,yes,,,,,
no_checking,26,outstanding_credit,furniture,4834,500_to_1000,1_to_4,4,male,none,5,unknown,42,none,own,1,management_self-employed,1,yes,yes,,,,,
less_0,12,prior_payments_delayed,car_new,250,less_100,unemployed,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,yes,yes,,,,,
no_checking,8,all_credits_paid_back,furniture,2931,100_to_500,less_1,1,female,none,3,savings_insurance,49,none,own,2,skilled,1,none,yes,,,,,
0_to_200,15,prior_payments_delayed,radio_tv,2011,500_to_1000,1_to_4,2,male,co-applicant,3,car_other,48,none,own,1,skilled,1,none,yes,,,,,
less_0,15,credits_paid_to_date,vacation,1383,less_100,4_to_7,3,female,none,1,car_other,34,stores,own,1,skilled,1,yes,yes,,,,,
0_to_200,27,credits_paid_to_date,furniture,361,100_to_500,4_to_7,2,male,none,2,car_other,34,stores,own,1,skilled,1,yes,yes,,,,,
no_checking,28,outstanding_credit,vacation,7726,500_to_1000,4_to_7,4,male,none,2,unknown,55,none,free,2,skilled,1,yes,yes,,,,,
no_checking,25,prior_payments_delayed,car_used,6092,100_to_500,less_1,4,male,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,,,,,
no_checking,25,outstanding_credit,furniture,2160,unknown,greater_7,4,male,none,5,car_other,32,none,own,1,skilled,1,yes,yes,,,,,
no_checking,31,prior_payments_delayed,business,4999,100_to_500,4_to_7,4,female,none,3,unknown,51,none,own,1,skilled,1,yes,yes,,,,,
less_0,14,all_credits_paid_back,furniture,250,less_100,4_to_7,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
greater_200,27,prior_payments_delayed,business,7103,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,,,,,
no_checking,24,outstanding_credit,radio_tv,5881,greater_1000,4_to_7,3,female,none,4,unknown,58,none,own,2,skilled,2,yes,yes,,,,,
0_to_200,44,prior_payments_delayed,appliances,5045,unknown,greater_7,4,male,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes,,,,,
0_to_200,7,all_credits_paid_back,car_new,336,less_100,1_to_4,2,female,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,2416,less_100,less_1,2,female,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,,,,,
less_0,14,prior_payments_delayed,business,4921,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,2,management_self-employed,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,2,real_estate,22,none,rent,1,management_self-employed,1,none,yes,,,,,
0_to_200,13,credits_paid_to_date,car_new,1738,less_100,less_1,2,female,co-applicant,2,car_other,30,stores,own,1,skilled,1,none,yes,,,,,
0_to_200,21,credits_paid_to_date,radio_tv,4660,500_to_1000,1_to_4,3,male,none,4,savings_insurance,20,none,own,2,skilled,1,none,yes,,,,,
no_checking,37,prior_payments_delayed,appliances,4522,unknown,4_to_7,4,male,none,3,savings_insurance,40,stores,rent,2,unskilled,2,none,yes,,,,,
no_checking,8,prior_payments_delayed,furniture,1073,unknown,4_to_7,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,33,prior_payments_delayed,radio_tv,2605,greater_1000,greater_7,2,male,none,2,savings_insurance,40,none,own,2,skilled,1,yes,yes,,,,,
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,1,male,none,2,savings_insurance,26,stores,rent,1,unskilled,1,none,yes,,,,,
no_checking,29,prior_payments_delayed,appliances,5488,100_to_500,4_to_7,4,female,none,4,car_other,52,none,own,2,skilled,1,none,yes,,,,,
0_to_200,16,prior_payments_delayed,furniture,5172,less_100,less_1,3,male,none,3,unknown,34,none,own,1,management_self-employed,1,yes,yes,,,,,
less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,30,none,rent,1,skilled,1,none,yes,,,,,
less_0,9,credits_paid_to_date,vacation,657,less_100,less_1,2,male,none,1,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
0_to_200,31,credits_paid_to_date,car_used,4738,less_100,1_to_4,3,male,none,2,savings_insurance,19,none,free,2,skilled,1,yes,yes,,,,,
no_checking,38,prior_payments_delayed,repairs,6061,unknown,4_to_7,4,male,none,4,unknown,46,bank,own,2,unemployed,2,yes,yes,,,,,
0_to_200,14,credits_paid_to_date,car_new,1809,500_to_1000,less_1,3,male,co-applicant,3,savings_insurance,37,stores,own,1,unskilled,1,yes,yes,,,,,
greater_200,18,credits_paid_to_date,retraining,5537,500_to_1000,greater_7,3,male,none,4,car_other,25,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,19,prior_payments_delayed,car_used,4215,100_to_500,1_to_4,3,female,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,,,,,
no_checking,52,outstanding_credit,other,10797,500_to_1000,greater_7,5,male,co-applicant,4,unknown,48,none,free,2,skilled,2,yes,no,,,,,
0_to_200,31,outstanding_credit,radio_tv,3043,100_to_500,4_to_7,3,female,none,2,savings_insurance,37,stores,own,2,skilled,1,yes,yes,,,,,
no_checking,23,prior_payments_delayed,radio_tv,3252,100_to_500,greater_7,4,female,none,4,car_other,51,none,own,2,skilled,1,none,yes,,,,,
no_checking,42,prior_payments_delayed,other,6096,500_to_1000,greater_7,4,female,none,3,savings_insurance,47,none,free,2,skilled,1,none,no,,,,,
less_0,24,credits_paid_to_date,furniture,2601,500_to_1000,less_1,2,male,none,1,car_other,27,stores,own,2,skilled,1,none,yes,,,,,
0_to_200,22,outstanding_credit,car_used,3415,100_to_500,greater_7,2,male,none,2,car_other,37,bank,own,1,unemployed,1,yes,yes,,,,,
0_to_200,30,credits_paid_to_date,business,5761,less_100,1_to_4,3,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,,,,,
no_checking,14,credits_paid_to_date,furniture,5071,greater_1000,greater_7,4,male,none,4,car_other,29,none,own,1,skilled,1,none,yes,,,,,
0_to_200,29,credits_paid_to_date,education,3458,less_100,less_1,2,male,none,2,car_other,45,stores,rent,1,skilled,1,none,yes,,,,,
less_0,40,prior_payments_delayed,business,3172,100_to_500,greater_7,4,female,none,3,savings_insurance,28,bank,own,3,unemployed,1,none,yes,,,,,
less_0,8,all_credits_paid_back,car_new,443,less_100,less_1,1,male,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,,,,,
greater_200,22,outstanding_credit,car_used,3275,100_to_500,greater_7,3,male,none,3,car_other,41,none,own,2,skilled,1,yes,yes,,,,,
less_0,15,credits_paid_to_date,car_new,881,less_100,4_to_7,2,female,none,2,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,,,,,
less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,,,,,
no_checking,30,outstanding_credit,repairs,7613,500_to_1000,1_to_4,4,male,none,5,unknown,41,none,free,2,management_self-employed,1,yes,yes,,,,,
less_0,24,prior_payments_delayed,furniture,2741,500_to_1000,1_to_4,3,male,none,1,unknown,43,none,own,2,skilled,2,yes,yes,,,,,
no_checking,32,outstanding_credit,appliances,6886,500_to_1000,1_to_4,4,female,none,4,unknown,47,none,own,2,management_self-employed,2,yes,yes,,,,,
no_checking,21,prior_payments_delayed,radio_tv,4264,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,58,none,free,2,skilled,2,yes,yes,,,,,
no_checking,23,credits_paid_to_date,radio_tv,2881,100_to_500,less_1,2,female,none,2,savings_insurance,37,none,free,1,skilled,1,none,yes,,,,,
less_0,10,all_credits_paid_back,car_used,927,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
no_checking,28,prior_payments_delayed,appliances,5440,100_to_500,4_to_7,3,female,none,2,unknown,40,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,25,outstanding_credit,car_used,4180,100_to_500,greater_7,4,male,guarantor,4,savings_insurance,59,none,free,2,skilled,1,yes,yes,,,,,
no_checking,25,prior_payments_delayed,car_used,5943,100_to_500,1_to_4,4,female,none,4,car_other,36,none,own,2,skilled,1,yes,yes,,,,,
no_checking,36,outstanding_credit,appliances,8248,500_to_1000,greater_7,5,male,co-applicant,5,car_other,51,none,free,3,management_self-employed,2,yes,yes,,,,,
no_checking,24,outstanding_credit,car_used,4545,500_to_1000,4_to_7,4,male,none,5,car_other,42,none,own,1,management_self-employed,1,yes,no,,,,,
no_checking,50,outstanding_credit,other,4694,unknown,greater_7,4,female,none,4,unknown,37,none,own,1,skilled,2,yes,yes,,,,,
no_checking,44,prior_payments_delayed,repairs,10792,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,51,none,free,2,management_self-employed,2,yes,yes,,,,,
0_to_200,23,outstanding_credit,business,3364,greater_1000,greater_7,4,male,co-applicant,3,car_other,37,none,own,2,skilled,1,yes,yes,,,,,
no_checking,41,outstanding_credit,retraining,5657,unknown,greater_7,5,male,co-applicant,4,car_other,57,stores,own,3,unskilled,2,yes,yes,,,,,
no_checking,35,prior_payments_delayed,radio_tv,2231,greater_1000,greater_7,3,female,none,3,car_other,45,none,own,1,skilled,1,none,yes,,,,,
0_to_200,27,outstanding_credit,appliances,5929,100_to_500,greater_7,4,male,none,3,unknown,44,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,27,outstanding_credit,appliances,5996,greater_1000,greater_7,3,female,none,3,unknown,40,none,own,2,skilled,1,yes,yes,,,,,
no_checking,24,all_credits_paid_back,car_new,650,greater_1000,less_1,1,male,none,4,savings_insurance,21,none,own,1,skilled,1,none,yes,,,,,
0_to_200,28,outstanding_credit,radio_tv,5011,unknown,1_to_4,2,male,none,3,car_other,32,none,own,2,skilled,1,none,yes,,,,,
less_0,22,prior_payments_delayed,furniture,4428,less_100,1_to_4,3,female,none,3,savings_insurance,32,none,rent,2,skilled,1,none,yes,,,,,
no_checking,31,prior_payments_delayed,radio_tv,6423,greater_1000,4_to_7,3,female,none,4,car_other,41,none,own,2,skilled,1,yes,yes,,,,,
no_checking,48,outstanding_credit,repairs,6967,unknown,greater_7,4,female,co-applicant,5,unknown,54,none,free,2,skilled,2,yes,yes,,,,,
0_to_200,25,outstanding_credit,car_used,4180,100_to_500,greater_7,4,male,guarantor,4,savings_insurance,59,none,free,2,skilled,1,yes,yes,,,,,
no_checking,35,prior_payments_delayed,furniture,5222,unknown,greater_7,4,male,guarantor,3,savings_insurance,53,none,free,2,skilled,2,yes,yes,,,,,
0_to_200,28,credits_paid_to_date,car_used,5062,less_100,4_to_7,3,female,none,2,car_other,41,bank,rent,1,unemployed,1,none,yes,,,,,
less_0,4,credits_paid_to_date,car_used,250,100_to_500,4_to_7,2,female,none,1,savings_insurance,27,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,11,credits_paid_to_date,car_new,4553,less_100,less_1,3,female,none,3,savings_insurance,22,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,18,prior_payments_delayed,car_used,3588,less_100,4_to_7,3,male,none,2,unknown,43,none,own,1,skilled,1,yes,yes,,,,,
less_0,15,credits_paid_to_date,car_new,1696,less_100,4_to_7,2,female,none,3,savings_insurance,35,bank,rent,1,unemployed,1,yes,yes,,,,,
0_to_200,19,credits_paid_to_date,furniture,1959,less_100,1_to_4,1,male,none,1,savings_insurance,24,none,own,1,skilled,1,none,yes,,,,,
no_checking,38,outstanding_credit,other,6086,unknown,greater_7,4,female,co-applicant,5,unknown,44,stores,rent,2,unskilled,2,yes,yes,,,,,
less_0,24,credits_paid_to_date,furniture,2601,500_to_1000,less_1,2,male,none,1,car_other,27,stores,own,2,skilled,1,none,yes,,,,,
no_checking,25,prior_payments_delayed,radio_tv,4877,100_to_500,greater_7,3,female,none,3,unknown,43,none,own,1,skilled,1,none,yes,,,,,
less_0,18,prior_payments_delayed,car_new,250,less_100,less_1,1,male,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,,,,,
0_to_200,32,credits_paid_to_date,business,4313,less_100,1_to_4,4,female,none,2,car_other,38,bank,own,2,unemployed,2,none,yes,,,,,
0_to_200,32,all_credits_paid_back,car_new,948,less_100,4_to_7,3,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
no_checking,32,all_credits_paid_back,furniture,1317,100_to_500,less_1,3,male,none,3,savings_insurance,26,stores,own,1,unskilled,1,yes,yes,,,,,
greater_200,20,credits_paid_to_date,car_new,3237,greater_1000,1_to_4,2,male,none,4,savings_insurance,51,none,own,2,skilled,1,none,yes,,,,,
0_to_200,15,all_credits_paid_back,car_new,1380,100_to_500,less_1,2,female,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,car_used,3355,500_to_1000,4_to_7,3,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
no_checking,31,prior_payments_delayed,retraining,5316,100_to_500,4_to_7,4,female,none,4,car_other,40,stores,own,1,skilled,1,yes,yes,,,,,
0_to_200,10,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,31,none,own,1,skilled,1,none,yes,,,,,
less_0,25,prior_payments_delayed,radio_tv,3358,100_to_500,4_to_7,2,female,none,2,savings_insurance,23,bank,own,1,unskilled,2,yes,yes,,,,,
greater_200,20,all_credits_paid_back,furniture,654,500_to_1000,less_1,3,male,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,,,,,
greater_200,26,outstanding_credit,repairs,5940,greater_1000,1_to_4,4,male,none,4,unknown,25,stores,own,1,unskilled,1,none,yes,,,,,
less_0,19,all_credits_paid_back,vacation,813,less_100,less_1,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,car_new,1711,less_100,less_1,2,female,none,3,real_estate,38,none,rent,1,management_self-employed,1,none,yes,,,,,
no_checking,34,outstanding_credit,furniture,7820,unknown,4_to_7,5,male,co-applicant,5,unknown,41,none,own,2,management_self-employed,2,yes,yes,,,,,
greater_200,26,prior_payments_delayed,business,6693,100_to_500,4_to_7,4,female,none,4,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,,,,,
less_0,30,credits_paid_to_date,furniture,250,less_100,4_to_7,2,male,co-applicant,3,real_estate,26,bank,rent,1,unemployed,1,yes,yes,,,,,
less_0,5,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,22,bank,rent,1,unemployed,1,none,yes,,,,,
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,,,,,
no_checking,39,prior_payments_delayed,radio_tv,6769,500_to_1000,4_to_7,3,male,co-applicant,4,unknown,60,stores,own,2,unskilled,1,yes,yes,,,,,
no_checking,14,credits_paid_to_date,furniture,4425,less_100,less_1,3,male,none,2,savings_insurance,42,none,free,1,management_self-employed,1,none,yes,,,,,
less_0,10,prior_payments_delayed,car_used,521,less_100,1_to_4,3,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,,,,,
no_checking,22,prior_payments_delayed,car_used,7083,unknown,greater_7,4,male,none,3,savings_insurance,49,none,own,2,skilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,,,,,
no_checking,36,outstanding_credit,repairs,7109,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,42,none,free,2,skilled,1,yes,yes,,,,,
no_checking,20,credits_paid_to_date,radio_tv,5148,100_to_500,4_to_7,4,female,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,,,,,
less_0,9,all_credits_paid_back,furniture,1781,less_100,less_1,1,male,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,,,,,
no_checking,33,outstanding_credit,appliances,7941,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,36,none,free,2,skilled,1,yes,yes,,,,,
0_to_200,14,credits_paid_to_date,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,41,none,own,1,skilled,1,yes,no,,,,,
0_to_200,14,credits_paid_to_date,repairs,2092,500_to_1000,1_to_4,1,female,none,1,real_estate,32,stores,own,1,skilled,1,none,yes,,,,,
less_0,18,credits_paid_to_date,vacation,5951,less_100,less_1,3,female,none,2,savings_insurance,20,stores,rent,1,unskilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,1,real_estate,21,bank,rent,1,unskilled,1,none,yes,,,,,
less_0,15,prior_payments_delayed,radio_tv,904,100_to_500,1_to_4,3,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,,,,,
0_to_200,28,outstanding_credit,car_used,4258,greater_1000,1_to_4,3,male,none,4,unknown,35,none,own,2,skilled,1,yes,yes,,,,,
no_checking,36,prior_payments_delayed,appliances,5855,500_to_1000,greater_7,4,male,none,5,savings_insurance,42,none,own,2,skilled,1,none,yes,,,,,
less_0,16,credits_paid_to_date,car_new,4081,100_to_500,1_to_4,2,male,none,1,real_estate,39,stores,own,3,skilled,1,none,yes,,,,,
no_checking,33,prior_payments_delayed,business,5204,500_to_1000,1_to_4,3,female,none,3,savings_insurance,53,none,own,1,skilled,1,none,yes,,,,,
0_to_200,32,outstanding_credit,other,4800,unknown,4_to_7,3,male,none,3,car_other,42,none,own,2,skilled,1,none,yes,,,,,
no_checking,29,outstanding_credit,appliances,6358,500_to_1000,1_to_4,4,male,none,3,unknown,44,none,own,2,management_self-employed,1,yes,yes,,,,,
0_to_200,15,no_credits,car_new,5143,less_100,less_1,2,female,none,2,real_estate,26,bank,own,1,unskilled,1,none,yes,,,,,
no_checking,28,outstanding_credit,repairs,7375,500_to_1000,4_to_7,5,male,none,3,unknown,53,none,free,2,management_self-employed,1,yes,yes,,,,,
no_checking,8,prior_payments_delayed,car_used,1367,500_to_1000,1_to_4,2,male,none,3,savings_insurance,45,none,rent,1,management_self-employed,1,yes,yes,,,,,
no_checking,26,prior_payments_delayed,car_used,4274,100_to_500,1_to_4,4,male,none,3,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
no_checking,32,prior_payments_delayed,appliances,2879,500_to_1000,1_to_4,4,male,none,2,car_other,46,none,own,2,skilled,1,yes,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,3,savings_insurance,36,stores,own,1,unskilled,1,yes,yes,,,,,
no_checking,28,prior_payments_delayed,car_used,4155,unknown,greater_7,3,female,none,3,unknown,43,none,own,2,skilled,1,yes,yes,,,,,
less_0,20,credits_paid_to_date,furniture,1944,100_to_500,1_to_4,2,female,co-applicant,1,savings_insurance,37,bank,own,1,unemployed,1,yes,yes,,,,,
less_0,10,all_credits_paid_back,car_used,875,100_to_500,less_1,2,female,none,2,car_other,25,bank,rent,2,unemployed,1,none,yes,,,,,
greater_200,24,prior_payments_delayed,education,3598,100_to_500,1_to_4,3,male,none,4,unknown,38,none,free,1,skilled,1,yes,yes,,,,,
no_checking,32,prior_payments_delayed,business,6860,100_to_500,4_to_7,3,male,none,3,car_other,40,stores,rent,1,unskilled,1,yes,yes,,,,,
no_checking,31,prior_payments_delayed,appliances,4870,500_to_1000,1_to_4,4,female,none,3,savings_insurance,41,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,23,credits_paid_to_date,retraining,4881,less_100,4_to_7,3,female,none,1,car_other,48,none,own,1,skilled,1,none,yes,,,,,
no_checking,39,prior_payments_delayed,furniture,7177,500_to_1000,greater_7,4,male,co-applicant,5,unknown,49,none,free,2,skilled,1,yes,yes,,,,,
less_0,17,credits_paid_to_date,car_used,1660,less_100,4_to_7,2,male,none,1,car_other,31,stores,own,1,unskilled,1,none,yes,,,,,
less_0,4,credits_paid_to_date,car_new,632,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,24,stores,own,1,skilled,1,none,yes,,,,,
less_0,13,prior_payments_delayed,furniture,2577,500_to_1000,less_1,3,male,none,3,car_other,28,bank,own,2,unskilled,1,none,yes,,,,,
no_checking,32,prior_payments_delayed,car_used,6250,unknown,4_to_7,4,male,none,4,car_other,46,none,own,2,skilled,1,yes,yes,,,,,
less_0,32,prior_payments_delayed,radio_tv,4234,500_to_1000,4_to_7,4,male,none,3,car_other,35,none,free,2,skilled,1,none,yes,,,,,
no_checking,30,outstanding_credit,appliances,2338,greater_1000,4_to_7,4,male,none,4,savings_insurance,39,none,free,1,skilled,1,none,yes,,,,,
0_to_200,13,credits_paid_to_date,car_new,3967,less_100,less_1,3,female,none,3,savings_insurance,32,none,own,1,skilled,1,yes,yes,,,,,
less_0,21,credits_paid_to_date,furniture,3384,less_100,less_1,1,female,none,1,real_estate,23,none,own,1,skilled,1,none,yes,,,,,
0_to_200,25,prior_payments_delayed,radio_tv,4662,less_100,1_to_4,2,male,none,3,unknown,30,none,own,2,skilled,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,radio_tv,250,less_100,less_1,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,9,credits_paid_to_date,car_new,654,less_100,1_to_4,4,male,none,3,car_other,28,none,own,1,unskilled,1,none,yes,,,,,
0_to_200,18,outstanding_credit,radio_tv,1245,less_100,1_to_4,4,male,none,2,car_other,33,none,own,1,skilled,1,none,yes,,,,,
no_checking,36,prior_payments_delayed,appliances,8614,500_to_1000,1_to_4,4,male,co-applicant,3,car_other,38,none,own,2,management_self-employed,1,none,yes,,,,,
0_to_200,10,credits_paid_to_date,car_new,2154,less_100,4_to_7,3,female,none,2,real_estate,30,none,own,1,skilled,1,none,yes,,,,,
0_to_200,8,prior_payments_delayed,appliances,250,greater_1000,less_1,1,male,co-applicant,3,savings_insurance,45,stores,rent,1,skilled,1,none,yes,,,,,
0_to_200,28,credits_paid_to_date,radio_tv,250,100_to_500,4_to_7,2,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,,,,,
less_0,12,prior_payments_delayed,car_new,4304,500_to_1000,greater_7,2,female,none,3,unknown,24,stores,rent,1,skilled,2,none,yes,,,,,
0_to_200,10,all_credits_paid_back,vacation,4395,less_100,unemployed,2,female,none,1,real_estate,31,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,18,all_credits_paid_back,vacation,1849,100_to_500,1_to_4,2,female,none,1,car_other,19,stores,rent,1,unskilled,1,none,yes,,,,,
greater_200,13,credits_paid_to_date,car_used,3689,500_to_1000,less_1,2,female,co-applicant,3,car_other,43,none,free,1,skilled,1,yes,yes,,,,,
0_to_200,18,prior_payments_delayed,retraining,4055,less_100,less_1,2,male,none,3,car_other,45,stores,own,1,skilled,1,none,yes,,,,,
no_checking,31,prior_payments_delayed,appliances,5060,100_to_500,4_to_7,3,male,none,3,unknown,50,none,own,2,management_self-employed,1,yes,yes,,,,,
0_to_200,17,credits_paid_to_date,car_used,1445,less_100,less_1,2,female,none,1,savings_insurance,41,none,rent,1,skilled,1,none,yes,,,,,
less_0,6,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,22,prior_payments_delayed,furniture,1779,greater_1000,greater_7,3,male,none,3,car_other,31,stores,own,2,skilled,2,yes,yes,,,,,
less_0,15,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,,,,,
no_checking,38,outstanding_credit,repairs,9497,500_to_1000,greater_7,5,male,co-applicant,4,unknown,65,none,own,2,skilled,2,yes,yes,,,,,
no_checking,19,outstanding_credit,appliances,5674,100_to_500,1_to_4,4,female,none,3,unknown,36,none,own,1,management_self-employed,1,none,yes,,,,,
less_0,13,prior_payments_delayed,furniture,2577,500_to_1000,less_1,3,male,none,3,car_other,28,bank,own,2,unskilled,1,none,yes,,,,,
less_0,15,credits_paid_to_date,car_new,881,less_100,4_to_7,2,female,none,2,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,,,,,
less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,female,co-applicant,2,savings_insurance,25,bank,own,1,unemployed,1,yes,yes,,,,,
0_to_200,15,credits_paid_to_date,car_new,3007,100_to_500,4_to_7,3,female,co-applicant,3,car_other,41,bank,own,1,unemployed,1,none,yes,,,,,
0_to_200,16,credits_paid_to_date,vacation,2859,less_100,4_to_7,2,male,none,2,car_other,52,none,own,2,skilled,1,none,yes,,,,,
greater_200,32,prior_payments_delayed,radio_tv,4689,100_to_500,greater_7,3,male,none,4,unknown,45,none,own,2,skilled,1,yes,yes,,,,,
no_checking,28,prior_payments_delayed,car_used,5308,greater_1000,1_to_4,4,male,none,3,savings_insurance,42,none,own,2,skilled,1,none,yes,,,,,
no_checking,11,credits_paid_to_date,car_used,5191,100_to_500,less_1,3,male,none,4,real_estate,43,none,own,1,management_self-employed,1,none,yes,,,,,
less_0,25,prior_payments_delayed,furniture,4653,greater_1000,4_to_7,2,female,none,1,unknown,37,stores,own,2,unskilled,1,yes,yes,,,,,
0_to_200,6,prior_payments_delayed,radio_tv,297,100_to_500,1_to_4,2,male,none,2,savings_insurance,47,none,own,2,skilled,1,yes,yes,,,,,
no_checking,30,prior_payments_delayed,car_used,5583,500_to_1000,4_to_7,3,female,guarantor,4,savings_insurance,49,bank,own,2,unemployed,1,yes,yes,,,,,
no_checking,26,prior_payments_delayed,business,5941,unknown,greater_7,5,male,none,4,car_other,52,none,own,2,skilled,2,yes,yes,,,,,
less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,,,,,
less_0,20,credits_paid_to_date,car_used,250,less_100,1_to_4,1,female,none,2,real_estate,20,stores,rent,1,skilled,1,none,yes,,,,,
0_to_200,29,outstanding_credit,radio_tv,2078,100_to_500,4_to_7,4,male,none,4,savings_insurance,27,none,own,1,skilled,1,yes,yes,,,,,
greater_200,4,prior_payments_delayed,repairs,1289,less_100,1_to_4,3,female,co-applicant,4,real_estate,50,none,own,1,skilled,1,yes,yes,,,,,
no_checking,28,prior_payments_delayed,appliances,5440,100_to_500,4_to_7,3,female,none,2,unknown,40,none,own,2,skilled,1,yes,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,,,,,
0_to_200,22,all_credits_paid_back,car_new,3147,100_to_500,1_to_4,3,male,none,4,car_other,34,none,own,1,skilled,1,yes,yes,,,,,
no_checking,27,outstanding_credit,radio_tv,5645,500_to_1000,4_to_7,4,female,none,5,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes,,,,,
no_checking,25,prior_payments_delayed,car_used,1773,500_to_1000,greater_7,4,female,none,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,,,,,
less_0,27,credits_paid_to_date,retraining,250,100_to_500,1_to_4,1,female,none,1,car_other,19,stores,rent,1,unskilled,1,none,yes,,,,,
no_checking,15,outstanding_credit,radio_tv,2953,unknown,4_to_7,2,male,none,2,savings_insurance,43,stores,own,2,unskilled,1,none,yes,,,,,
no_checking,41,prior_payments_delayed,other,6237,500_to_1000,greater_7,4,male,co-applicant,3,unknown,59,none,free,2,skilled,2,yes,yes,,,,,
